Programme...:	MICH
Date........:	   202020-01-
Heure.......:	     9 14:23:
Colonnes....:	            3
Lignes......:	          633
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.6125600E+5	P.cal.i.(µm):	 6.7667187E+1	V_min___(mV):	 5.5398142E+5	
P.abs.f.(mp):	 1.6188800E+5	P.cal.f.(µm):	 1.3037344E+2	V_max___(mV):	 1.7830972E+5	
Nbre_de_pts_:	 6.3300000E+2	Délai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:	blanche	
Filtre......:		
Détecteur...:		
Éch._du_pico:		
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 9.1963850E+6	 6.7667187E+1	 3.7176356E+2	
 9.1964650E+6	 6.7766406E+1	 3.7176356E+2	
 9.1965450E+6	 6.7865625E+1	 3.7176356E+2	
 9.1966250E+6	 6.7964844E+1	 3.7078652E+2	
 9.1967060E+6	 6.8064062E+1	 3.7176356E+2	
 9.1967910E+6	 6.8163281E+1	 3.7176356E+2	
 9.1968710E+6	 6.8262500E+1	 3.7176356E+2	
 9.1969560E+6	 6.8361719E+1	 3.7078652E+2	
 9.1970410E+6	 6.8460937E+1	 3.7225208E+2	
 9.1971210E+6	 6.8560156E+1	 3.7176356E+2	
 9.1972060E+6	 6.8659375E+1	 3.7225208E+2	
 9.1972910E+6	 6.8758594E+1	 3.7127504E+2	
 9.1973710E+6	 6.8857812E+1	 3.7176356E+2	
 9.1974560E+6	 6.8957031E+1	 3.7274060E+2	
 9.1975410E+6	 6.9056250E+1	 3.7176356E+2	
 9.1976210E+6	 6.9155469E+1	 3.7127504E+2	
 9.1977060E+6	 6.9254688E+1	 3.7127504E+2	
 9.1977910E+6	 6.9353906E+1	 3.7127504E+2	
 9.1978710E+6	 6.9453125E+1	 3.7127504E+2	
 9.1979560E+6	 6.9552344E+1	 3.7029800E+2	
 9.1980410E+6	 6.9651562E+1	 3.6932096E+2	
 9.1981210E+6	 6.9750781E+1	 3.6980948E+2	
 9.1982060E+6	 6.9850000E+1	 3.7029800E+2	
 9.1982910E+6	 6.9949219E+1	 3.6980948E+2	
 9.1983710E+6	 7.0048437E+1	 3.6980948E+2	
 9.1984560E+6	 7.0147656E+1	 3.6932096E+2	
 9.1985410E+6	 7.0246875E+1	 3.6932096E+2	
 9.1986210E+6	 7.0346094E+1	 3.7029800E+2	
 9.1987060E+6	 7.0445312E+1	 3.6932096E+2	
 9.1987910E+6	 7.0544531E+1	 3.6883244E+2	
 9.1988710E+6	 7.0643750E+1	 3.6932096E+2	
 9.1989560E+6	 7.0742969E+1	 3.6980948E+2	
 9.1990410E+6	 7.0842187E+1	 3.6980948E+2	
 9.1991210E+6	 7.0941406E+1	 3.6980948E+2	
 9.1992060E+6	 7.1040625E+1	 3.6883244E+2	
 9.1992910E+6	 7.1139844E+1	 3.6980948E+2	
 9.1993710E+6	 7.1239063E+1	 3.6980948E+2	
 9.1994560E+6	 7.1338281E+1	 3.6980948E+2	
 9.1995410E+6	 7.1437500E+1	 3.6980948E+2	
 9.1996210E+6	 7.1536719E+1	 3.6980948E+2	
 9.1997060E+6	 7.1635937E+1	 3.7029800E+2	
 9.1997910E+6	 7.1735156E+1	 3.7029800E+2	
 9.1998710E+6	 7.1834375E+1	 3.7225208E+2	
 9.1999560E+6	 7.1933594E+1	 3.7274060E+2	
 9.2000410E+6	 7.2032812E+1	 3.7176356E+2	
 9.2001210E+6	 7.2132031E+1	 3.7225208E+2	
 9.2002060E+6	 7.2231250E+1	 3.7274060E+2	
 9.2002910E+6	 7.2330469E+1	 3.7274060E+2	
 9.2003710E+6	 7.2429687E+1	 3.7322912E+2	
 9.2004560E+6	 7.2528906E+1	 3.7225208E+2	
 9.2005410E+6	 7.2628125E+1	 3.7274060E+2	
 9.2006210E+6	 7.2727344E+1	 3.7322912E+2	
 9.2007060E+6	 7.2826562E+1	 3.7322912E+2	
 9.2007910E+6	 7.2925781E+1	 3.7274060E+2	
 9.2008710E+6	 7.3025000E+1	 3.7322912E+2	
 9.2009560E+6	 7.3124219E+1	 3.7371764E+2	
 9.2010410E+6	 7.3223438E+1	 3.7371764E+2	
 9.2011210E+6	 7.3322656E+1	 3.7322912E+2	
 9.2012060E+6	 7.3421875E+1	 3.7322912E+2	
 9.2012910E+6	 7.3521094E+1	 3.7322912E+2	
 9.2013710E+6	 7.3620312E+1	 3.7371764E+2	
 9.2014560E+6	 7.3719531E+1	 3.7322912E+2	
 9.2015410E+6	 7.3818750E+1	 3.7274060E+2	
 9.2016210E+6	 7.3917969E+1	 3.7322912E+2	
 9.2017060E+6	 7.4017187E+1	 3.7274060E+2	
 9.2017910E+6	 7.4116406E+1	 3.7225208E+2	
 9.2018710E+6	 7.4215625E+1	 3.7274060E+2	
 9.2019560E+6	 7.4314844E+1	 3.7176356E+2	
 9.2020410E+6	 7.4414062E+1	 3.7127504E+2	
 9.2021210E+6	 7.4513281E+1	 3.7127504E+2	
 9.2022060E+6	 7.4612500E+1	 3.7078652E+2	
 9.2022910E+6	 7.4711719E+1	 3.7029800E+2	
